Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,agebybuilt,agebyremodel,TotalGrBsmtSF,OA2,Predicted_Price
1509,60,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,CBlock,TA,TA,No,ALQ,329,Unf,386,715,GasA,TA,Y,SBrkr,930,715,1645,1645,1974,0,2.0,2.0,4,1,TA,8,7,Typ,0,,Attchd,1971,RFn,2,TA,TA,Y,0,78,78,0,,GdWo,,0,6,2010,WD,Normal,39,39,2360,2801,152892.28775927622
1510,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1966,1966,Hip,CompShg,VinylSd,VinylSd,BrkFace,172,TA,TA,CBlock,TA,TA,No,Rec,698,Unf,534,1232,GasA,TA,Y,SBrkr,1232,0,1232,1232,1930,1,1.5,2.5,3,1,TA,7,6,Typ,0,,Attchd,1966,RFn,2,TA,TA,Y,0,224,224,0,,,,0,4,2010,WD,Normal,44,44,2464,3126,150751.76787679055
1511,20,RL,90.0,9900,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,,0,TA,TA,PConc,Gd,TA,No,BLQ,1059,Unf,150,1209,GasA,Gd,Y,SBrkr,1209,0,1209,1209,2268,1,1.0,2.0,3,1,TA,6,6,Typ,0,,Attchd,1966,RFn,2,TA,TA,Y,0,0,120,0,,,,0,4,2010,ConLD,Normal,44,44,2418,2922,151053.02154984372
1512,20,RL,88.0,9680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1967,1967,Gable,CompShg,Wd Sdng,Plywood,BrkFace,268,TA,TA,CBlock,TA,TA,No,BLQ,1010,Unf,500,1510,GasA,Ex,Y,SBrkr,1510,0,1510,1510,2520,1,2.0,3.0,3,1,Gd,7,6,Typ,0,,Attchd,1967,RFn,2,TA,TA,Y,0,40,244,0,,GdPrv,,0,4,2010,WD,Normal,43,43,3020,3805,193702.65850248362
1513,80,RL,68.58035714285714,10600,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,SLvl,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,533,533,GasA,TA,Y,SBrkr,1131,644,1775,1775,1775,0,2.0,2.0,3,1,TA,6,8,Typ,0,,Attchd,1964,Unf,2,TA,TA,Y,0,172,172,0,,,,0,5,2010,COD,Family,46,46,2308,2788,145161.31128206954
1514,90,RL,98.0,13260,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,Duplx,1Story,5,1962,2001,Hip,CompShg,HdBoard,HdBoard,BrkFace,144,TA,TA,CBlock,TA,TA,No,BLQ,1500,Unf,228,1728,GasA,TA,Y,SBrkr,1728,0,1728,1728,3228,2,2.0,4.0,6,2,TA,12,10,Typ,0,,,1962,,0,,,Y,0,0,0,0,,,,0,1,2010,Oth,Abnorml,48,9,3456,3600,174244.8640372332
1515,50,RL,68.0,9724,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1.5Fin,5,1952,2002,Gable,CompShg,MetalSd,MetalSd,BrkFace,265,Gd,TA,CBlock,TA,TA,No,LwQ,670,Unf,470,1140,GasA,Gd,Y,SBrkr,1929,532,2461,2461,3131,0,2.0,2.0,3,1,TA,6,7,Min2,2,Gd,Detchd,1994,Unf,2,TA,TA,Y,0,0,0,0,,GdWo,,0,3,2010,WD,Normal,58,8,3601,4266,208921.94934275013
1516,50,RL,120.0,17360,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Names,Artery,Norm,1Fam,1.5Fin,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,Stone,340,TA,Gd,CBlock,TA,TA,No,Rec,300,Unf,482,782,GasA,TA,Y,SBrkr,1019,537,1556,1556,1856,0,2.0,2.0,3,1,TA,6,6,Typ,1,Gd,Attchd,1949,Unf,2,TA,TA,Y,0,0,150,0,,,,0,1,2010,WD,Normal,61,60,2338,3148,160363.9370935141
1517,85,RL,75.0,11380,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,SFoyer,6,1966,2008,Gable,CompShg,HdBoard,HdBoard,BrkFace,216,TA,TA,CBlock,TA,TA,Gd,GLQ,944,Unf,136,1080,GasA,Gd,Y,SBrkr,1128,0,1128,1128,2072,1,1.0,2.0,2,1,Gd,5,5,Typ,1,Gd,Attchd,1966,Unf,1,TA,TA,Y,238,0,0,0,,,Shed,1500,1,2010,WD,Normal,44,2,2208,2739,176685.297641475
1518,90,RL,70.0,8267,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Names,Feedr,Norm,Duplx,1Story,5,1958,1958,Gable,CompShg,HdBoard,HdBoard,,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1604,1604,GasA,TA,Y,SBrkr,1604,0,1604,1604,1604,0,2.0,2.0,4,2,TA,8,8,Typ,0,,Attchd,1958,Unf,2,TA,TA,Y,42,0,0,0,,,,0,3,2010,WD,Normal,52,52,3208,3784,127722.38028223143
1519,20,RL,70.0,8197,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,7,2003,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,506,Gd,TA,PConc,Gd,TA,No,GLQ,1188,Unf,292,1480,GasA,Ex,Y,SBrkr,1480,0,1480,1480,2668,1,2.0,3.0,3,1,Gd,7,7,Typ,0,,Attchd,2003,RFn,2,TA,TA,Y,252,73,73,0,,MnPrv,Shed,300,2,2010,WD,Normal,7,1,2960,4086,216905.91862442088
1520,20,RL,68.58035714285714,8050,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,150,TA,TA,CBlock,TA,TA,No,BLQ,856,Rec,125,1143,GasA,TA,Y,SBrkr,1143,0,1143,1143,2161,1,1.0,2.0,3,1,TA,6,6,Typ,0,,Attchd,1959,RFn,1,TA,TA,Y,0,0,0,0,,GdPrv,,0,5,2010,WD,Normal,51,51,2286,2744,139480.0845703127
1521,20,RL,87.0,10725,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,91,TA,TA,CBlock,TA,TA,No,Rec,936,Unf,270,1206,GasA,Fa,Y,SBrkr,1206,0,1206,1206,2142,0,1.0,1.0,3,1,TA,5,6,Typ,0,,Attchd,1959,RFn,1,TA,TA,Y,0,21,21,0,,,,0,5,2010,WD,Normal,51,51,2412,2815,136192.8449547019
1522,20,RL,80.0,10032,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,1959,1959,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,432,TA,TA,CBlock,TA,TA,No,Rec,734,Unf,510,1244,GasA,Ex,Y,SBrkr,1580,0,1580,1580,2314,1,1.5,2.5,3,1,TA,7,6,Typ,2,Gd,Attchd,1956,Unf,2,TA,TA,Y,0,28,188,0,,GdWo,,0,6,2010,WD,Normal,51,51,2824,3696,187183.1648305855
1523,50,RL,60.0,8382,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1.5Fin,4,1956,1956,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,832,832,GasA,TA,Y,FuseA,832,505,1337,1337,1337,0,1.0,1.0,3,1,TA,5,5,Typ,0,,Attchd,1956,Unf,1,TA,TA,Y,0,0,0,0,,,,0,2,2010,WD,Normal,54,54,2169,2432,112909.28658598586
1524,20,RL,60.0,10950,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1952,1952,Gable,CompShg,WdShing,WdShing,,0,TA,TA,CBlock,TA,TA,No,BLQ,339,Unf,525,864,GasA,TA,Y,SBrkr,1064,0,1064,1064,1403,0,1.0,1.5,2,1,Fa,5,4,Typ,0,,Detchd,1952,Unf,1,TA,TA,Y,0,0,0,0,,,,0,5,2010,WD,Normal,58,58,1928,2246,107586.38056283508
1525,20,RL,119.0,10895,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,,0,TA,Gd,CBlock,TA,TA,No,Rec,648,Unf,324,972,GasA,TA,Y,SBrkr,972,0,972,972,1620,0,1.0,1.0,3,1,TA,5,5,Typ,0,,Attchd,1955,Unf,1,TA,TA,Y,0,0,205,0,,GdWo,,0,6,2010,WD,Normal,55,55,1944,2249,116655.28375735976
1526,190,RL,70.0,13587,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,2FmCon,1Story,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,CBlock,TA,TA,Av,Rec,532,Unf,456,988,GasA,TA,Y,SBrkr,988,0,988,988,1520,1,1.0,2.0,2,1,TA,5,5,Typ,0,,Attchd,1958,Unf,1,TA,TA,Y,0,0,0,0,,,,0,4,2010,WD,Abnorml,52,52,1976,2240,108507.8211237578
1527,30,RL,65.0,7898,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,4,1920,1994,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,576,576,GasA,Gd,Y,SBrkr,985,0,985,985,985,0,1.0,1.5,2,1,TA,5,4,Typ,0,,Detchd,1989,Unf,2,TA,TA,N,0,0,0,0,,,,0,4,2010,WD,Normal,90,16,1561,2237,105819.66694724842
1528,50,RL,60.0,8064,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Names,Artery,Norm,1Fam,1.5Fin,6,1948,2004,Gable,CompShg,WdShing,WdShing,,0,TA,TA,CBlock,TA,TA,No,ALQ,481,Rec,161,816,GasA,TA,Y,SBrkr,816,408,1224,1224,1879,1,1.0,2.0,3,1,TA,6,5,Typ,0,,Detchd,1950,Unf,1,TA,TA,Y,414,0,0,0,,GdWo,,0,5,2010,WD,Normal,62,6,2040,2320,128836.57201211125
1529,20,RL,81.0,7635,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,5,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,,0,TA,TA,CBlock,TA,TA,No,Rec,588,LwQ,237,1175,GasA,Ex,Y,SBrkr,1175,0,1175,1175,2113,0,1.5,1.5,3,1,TA,6,6,Typ,0,,Detchd,1960,RFn,2,TA,TA,Y,0,0,0,0,,,,0,6,2010,WD,Normal,50,50,2350,2834,146299.09749407892
1530,20,RL,80.0,9760,Pave,,Reg,Lvl,AllPub,Inside,Mod,Names,Norm,Norm,1Fam,1Story,6,1963,1984,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,218,TA,TA,CBlock,TA,TA,Gd,BLQ,717,LwQ,415,1395,GasA,TA,Y,SBrkr,1395,0,1395,1395,2375,1,1.0,2.0,2,1,TA,5,7,Min1,1,TA,Attchd,1963,RFn,2,TA,TA,Y,657,0,353,0,,,,0,5,2010,WD,Normal,47,26,2790,3448,202306.6579612954
1531,50,RM,60.0,4800,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,1900,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,771,TA,TA,PConc,TA,TA,No,ALQ,48,Unf,661,709,GasA,TA,Y,SBrkr,1157,687,1844,1844,1892,1,1.0,2.0,3,1,TA,6,9,Min2,2,Gd,Basment,1900,Unf,1,TA,TA,Y,84,0,0,0,,,,0,1,2010,COD,Abnorml,110,56,2553,3564,159745.07382299335
1532,30,RM,56.0,4485,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,PConc,TA,TA,No,BLQ,579,Unf,357,936,GasA,TA,Y,SBrkr,936,0,936,936,1515,1,1.0,2.0,2,1,TA,5,5,Typ,1,Gd,,1920,,0,,,P,51,0,135,0,,MnPrv,,0,5,2010,WD,Normal,90,60,1872,1872,100321.15877049774
1533,20,RM,69.0,5805,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,1Story,5,1957,1957,Hip,CompShg,MetalSd,MetalSd,,0,TA,TA,CBlock,TA,TA,Mn,BLQ,274,Rec,0,1347,GasA,Gd,Y,SBrkr,1347,0,1347,1347,2694,1,1.0,2.5,3,1,Gd,7,6,Typ,0,,Detchd,1957,Unf,2,TA,TA,Y,0,0,0,0,,,,0,6,2010,WD,Normal,53,53,2694,3245,145660.7026665191
1534,45,RM,50.0,6900,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,1938,2000,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,827,827,GasA,Gd,Y,SBrkr,827,424,1251,1251,1251,0,1.0,1.0,3,1,Fa,5,6,Typ,0,,Detchd,1938,Unf,1,Fa,TA,N,0,0,0,0,,,,0,1,2010,WD,Normal,72,10,2078,2318,118443.19846723934
1535,50,RM,69.0,11851,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,1948,2009,Gable,CompShg,VinylSd,VinylSd,,0,TA,Gd,BrkTil,TA,TA,No,BLQ,780,Unf,247,1027,GasA,Ex,Y,SBrkr,1027,606,1633,1633,2413,0,1.0,1.0,3,1,Gd,5,7,Typ,1,Gd,Detchd,1948,Unf,1,TA,TA,Y,0,100,226,0,,,,0,6,2010,WD,Normal,62,1,2660,2900,152840.2276034213
1536,50,RM,68.58035714285714,8239,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,1920,1962,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,BrkTil,TA,TA,No,Rec,176,Unf,832,1008,GasA,TA,Y,SBrkr,1060,185,1245,1245,1421,0,1.0,1.0,3,1,TA,5,6,Typ,0,,Detchd,1962,Unf,1,TA,TA,Y,0,0,334,0,,,,0,3,2010,WD,Normal,90,48,2253,2568,110877.33482138936
1537,30,RM,68.0,9656,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,1923,1970,Gable,CompShg,AsbShng,AsbShng,,0,TA,Fa,BrkTil,Fa,Fa,No,Unf,0,Unf,678,678,GasA,TA,N,SBrkr,832,0,832,832,832,0,1.0,1.0,2,1,TA,4,5,Typ,1,Gd,Detchd,1928,Unf,2,Fa,Fa,N,0,0,0,0,,,,0,6,2010,WD,Abnorml,87,40,1510,2290,67706.74519967865
1538,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,1900,2003,Gable,CompShg,Wd Sdng,Wd Sdng,,0,Gd,Gd,BrkTil,TA,TA,No,Unf,0,Unf,930,930,GasW,TA,N,SBrkr,930,636,1566,1566,1566,0,2.0,2.0,3,1,Gd,6,7,Typ,0,,Detchd,1930,Unf,1,TA,TA,Y,54,228,474,0,,,,0,4,2010,WD,Abnorml,110,7,2496,2784,150715.16678422168
1539,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,1890,2002,Gable,CompShg,Wd Sdng,Wd Sdng,,0,Gd,Gd,Stone,Fa,Fa,No,Unf,0,Unf,346,346,GasA,Ex,Y,SBrkr,1157,1111,2268,2268,2268,0,3.0,3.0,3,1,Gd,7,7,Typ,0,,Detchd,2003,Unf,2,TA,TA,N,0,108,108,0,,,,0,4,2010,WD,Normal,120,8,2614,3238,184636.24659383742
1540,190,RM,100.0,9045,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2FmCon,2Story,5,1910,1950,Gable,CompShg,MetalSd,MetalSd,,0,TA,Fa,BrkTil,TA,TA,Mn,Unf,0,Unf,840,840,Grav,Fa,N,FuseF,1128,1128,2256,2256,2256,0,2.0,2.0,4,2,Fa,8,12,Typ,0,,,1910,,0,,,N,0,18,36,0,,,,0,6,2010,WD,Abnorml,100,60,3096,3096,127224.49442348545
1541,70,RM,60.0,10560,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,1922,1994,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,CBlock,Fa,TA,No,Rec,283,Unf,455,738,GasA,Ex,Y,SBrkr,868,602,1470,1470,1753,0,1.5,1.5,2,1,TA,5,6,Min1,0,,Detchd,1970,Unf,2,TA,TA,Y,0,0,0,0,,,,0,6,2010,WD,Normal,88,16,2208,2832,141979.39440326032
1542,50,RM,53.0,5830,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,1.5Fin,5,1950,1997,Gable,CompShg,MetalSd,MetalSd,,0,TA,Gd,CBlock,TA,TA,No,Rec,788,Unf,200,988,GasA,Ex,Y,SBrkr,1030,582,1612,1612,2400,0,1.5,1.5,3,1,TA,6,7,Typ,0,,Detchd,1950,Unf,1,TA,TA,Y,0,0,0,0,,MnPrv,,0,3,2010,WD,Normal,60,13,2600,2963,134539.2171636449
1543,75,RL,68.58035714285714,7793,Pave,,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,2.5Unf,7,1922,2005,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,BrkTil,Gd,TA,No,BLQ,474,Unf,634,1108,GasA,TA,N,FuseA,1160,908,2068,2068,2542,0,1.5,1.5,3,1,Gd,6,8,Typ,1,Gd,Detchd,1928,Unf,1,TA,TA,Y,0,0,60,0,,,,0,5,2010,WD,Normal,88,5,3176,3491,189364.1180101687
1544,30,RM,50.0,5000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,BrkTil,TA,TA,No,Rec,188,Unf,577,765,GasA,TA,N,FuseF,765,0,765,765,953,1,1.0,2.0,2,1,Gd,5,4,Typ,0,,Detchd,1926,Unf,1,Fa,TA,P,135,0,41,0,,MnPrv,,0,4,2010,WD,Normal,85,60,1530,1730,75660.62442360047
1545,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,BrkTil,TA,Gd,No,BLQ,452,LwQ,144,608,GasA,TA,Y,SBrkr,608,524,1132,1132,1596,1,1.0,2.0,2,1,TA,5,5,Typ,0,,Detchd,1939,Unf,1,TA,TA,Y,0,0,128,0,,MnPrv,,0,4,2010,WD,Abnorml,71,60,1740,1980,104160.40422162038
1546,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0,TA,Gd,CBlock,TA,TA,No,LwQ,264,Unf,308,572,GasA,Ex,Y,FuseA,848,348,1196,1196,1460,0,1.5,2.0,3,1,TA,7,6,Typ,2,Gd,Detchd,1973,Unf,2,TA,TA,Y,0,0,0,0,,,,0,3,2010,WD,Normal,70,60,1768,2344,137396.78639670095
1547,50,RM,53.0,6360,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,1942,1950,Gable,CompShg,MetalSd,MetalSd,Stone,300,TA,TA,CBlock,TA,TA,No,Rec,360,LwQ,316,835,GasA,TA,Y,FuseA,955,498,1453,1453,1972,0,1.5,1.5,3,1,Gd,6,7,Min2,2,Fa,Detchd,1942,Unf,1,TA,TA,Y,0,0,183,0,,,,0,3,2010,WD,Normal,68,60,2288,2828,134549.6286238458
1548,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,CBlock,TA,TA,No,Rec,300,Unf,480,780,GasA,TA,Y,SBrkr,780,636,1416,1416,1716,0,1.5,1.5,3,1,TA,6,6,Typ,0,,Detchd,1948,Unf,1,TA,TA,P,221,0,48,0,,,,0,3,2010,WD,Normal,62,60,2196,2508,124008.17212915189
1549,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1936,1980,Gable,CompShg,VinylSd,VinylSd,,0,TA,TA,CBlock,TA,Fa,No,Rec,276,Unf,252,528,GasA,Gd,Y,SBrkr,548,492,1040,1040,1316,0,1.0,1.0,2,1,TA,4,5,Typ,0,,Detchd,1979,Fin,2,TA,TA,P,306,0,32,0,,,,0,5,2010,WD,Normal,74,30,1568,2192,103001.55895602709
1550,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1930,1950,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,BrkTil,TA,TA,No,LwQ,448,Unf,480,928,GasA,TA,Y,FuseF,928,608,1536,1536,1984,0,2.0,2.0,4,1,TA,7,7,Typ,1,Gd,Detchd,1930,Unf,2,TA,TA,Y,0,10,10,0,,MnPrv,,0,3,2010,WD,Normal,80,60,2464,2944,141428.05157526332
1551,30,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,BrkTil,Fa,Fa,No,ALQ,960,Unf,164,1124,GasA,TA,Y,SBrkr,1068,0,1068,1068,2028,1,1.0,2.0,2,1,TA,5,5,Typ,1,Gd,Detchd,1923,Unf,1,TA,TA,Y,0,0,128,0,,,,0,3,2010,WD,Normal,87,60,2192,2480,118102.33895140933
1552,50,RM,57.0,8094,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,1915,1950,Gable,CompShg,MetalSd,MetalSd,,0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,888,888,GasA,Ex,Y,SBrkr,888,1074,1962,1962,1962,0,1.5,1.5,4,1,TA,7,9,Typ,1,TA,Detchd,1915,Unf,2,TA,TA,Y,160,0,364,0,,GdPrv,,0,6,2010,WD,Normal,95,60,2850,3422,150593.2004535399
1553,70,RM,60.0,12900,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,1912,2009,Gable,CompShg,Wd Sdng,Wd Sdng,,0,Gd,Gd,PConc,TA,TA,No,Unf,0,Unf,780,780,GasA,Ex,Y,SBrkr,780,780,1560,1560,1560,0,1.5,1.5,3,1,Gd,6,7,Typ,0,,,1912,,0,,,N,344,0,168,0,,,,0,5,2010,WD,Normal,98,1,2340,2340,150229.59786722652
1554,70,RM,52.0,3068,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,1920,1993,Gable,CompShg,VinylSd,VinylSd,,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,662,662,GasA,Ex,Y,SBrkr,662,662,1324,1324,1324,0,1.0,1.5,3,1,TA,6,6,Typ,0,,Detchd,1920,Unf,1,TA,TA,Y,0,0,112,0,,GdPrv,,0,2,2010,WD,Normal,90,17,1986,2166,121648.15284925103
1555,20,RL,100.0,15263,Pave,,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1Story,5,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,90,TA,TA,CBlock,Gd,TA,No,Rec,766,Unf,656,1422,GasA,Gd,Y,SBrkr,1675,0,1675,1675,2441,0,2.0,2.0,3,1,TA,6,8,Typ,2,Gd,Attchd,1959,Unf,1,TA,TA,Y,0,132,132,0,,,,0,5,2010,WD,Normal,51,51,3097,3552,167485.4921435085
1556,50,RL,72.0,10632,Pave,,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,1917,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,BrkTil,Gd,Fa,No,Unf,0,Unf,689,689,GasA,Gd,N,SBrkr,725,499,1224,1224,1224,0,1.5,1.5,3,1,TA,6,6,Mod,0,,Detchd,1917,Unf,1,Fa,Fa,N,0,0,248,0,,,,0,1,2010,COD,Normal,93,60,1913,2093,97972.20140241075
1557,190,RL,60.0,9900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2FmCon,1.5Fin,5,1915,1950,Gable,CompShg,Wd Sdng,WdShing,,0,Fa,Fa,BrkTil,TA,TA,No,Rec,1026,Unf,186,1212,GasA,TA,N,SBrkr,1212,180,1392,1392,2418,1,1.0,2.0,3,1,TA,6,6,Typ,0,,,1915,,0,,,N,0,0,168,0,,,,0,2,2010,ConLD,Normal,95,60,2604,2604,111067.05693701445
1558,50,RL,65.0,6001,Pave,,IR1,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,1.5Fin,6,1940,1950,Gable,CompShg,VinylSd,VinylSd,,0,TA,TA,CBlock,Fa,TA,No,LwQ,368,Unf,232,600,GasA,Ex,N,SBrkr,600,319,919,919,1287,0,1.0,1.0,3,1,TA,5,5,Typ,0,,Detchd,1940,Unf,1,TA,TA,Y,0,0,45,0,,MnPrv,,0,3,2010,WD,Normal,70,60,1519,1750,99753.79496437762
1559,70,C,68.58035714285714,6449,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,4,1907,1950,Gambrel,CompShg,Wd Sdng,Stucco,,0,TA,TA,CBlock,TA,TA,No,Rec,73,Unf,634,707,GasW,TA,N,SBrkr,942,942,1884,1884,1957,0,1.5,1.5,4,1,TA,7,7,Typ,0,,,1907,,0,,,N,0,0,239,0,,,,0,3,2010,WD,Abnorml,103,60,2591,2591,97520.12252643977
